,genre,year,title,duration,certificate,rating,voting
234,Animation,2024,235. Genjitsu no Yohane -Sunshine in the Mirror- Movie,1h 29m,,0.0,0
235,Animation,2024,236. Arne Alligator och djungelkompisarna,1h 1m,,4.7,51000
236,Animation,2024,237. Tay 2: Ebabil Takimi,1h 18m,U,4.9,46000
237,Animation,2024,238. Masha i Medved v kino: Park chudes,58m,,7.1,19000
238,Animation,2024,239. Kuramerukagari,1h 1m,,5.8,89000
239,Animation,2024,240. Zegapain STA,1h 30m,,0.0,0
240,Animation,2024,241. La Familia del Barrio: La Película,0h,,4.5,7000
241,Animation,2024,242. Tobia e i colori del mondo,0h,,3.7,7000
242,Animation,2024,243. The Barkers Pursuit of Adventure,0h,,0.0,0
243,Animation,2024,244. Bizarros Peixes das Fossas Abissais,1h 15m,,7.6,15000
244,Animation,2024,245. Wandafuru Purikyua! Za mubi! Doki Doki Game no Sekai de Daiboken,1h 11m,,6.6,38000
245,Animation,2024,246. The Car Acrobatic Team Saga,1h 52m,,7.2,12000
246,Animation,2024,247. Piril: Sayilarin Gizemi,0h,,8.9,68000
247,Animation,2024,248. Code Geass: Rozé of the Recapture: Part 2,1h 16m,,7.8,29000
248,Animation,2024,249. Lilla spöket Laban spökar igen,44m,,6.2,30000
249,Animation,2024,250. Rabbits Kingdom the Movie,1h 34m,,0.0,0
250,Animation,2024,251. Sinoalice: The Very Last Story,1h 14m,,0.0,0
251,Animation,2024,252. The Cheshire Cat,1h 4m,,0.0,0
252,Animation,2024,253. 2054: The Wreckoning,1h,,0.0,0
253,Animation,2024,254. Love Live! Nijigasaki High School Idol Club Final Chapter Part 1,59m,,7.4,15000
254,Animation,2024,255. Zapiski yunogo vracha,1h 26m,,3.5,7000
255,Animation,2024,256. Turbozavry. God drakona,48m,,9.0,44000
256,Animation,2024,257. Becho,0h,,7.3,11000
257,Animation,2024,258. Gintama on Theater 2D: Kintama-hen,1h 37m,,0.0,0
258,Animation,2024,259. Cluedo,1h 18m,,0.0,0
259,Animation,2024,260. Métasexe,42m,,0.0,0
260,Animation,2024,261. Bogyó és Babóca 6. - Csengettyuk,0h,,7.8,13000
261,Animation,2024,262. The Fifth Element,0h,,0.0,0
262,Animation,2024,263. Gujeyeog-eseo sal-a dol-aon dwaeji,1h 45m,,4.9,14000
263,Animation,2024,264. The Delegator,1h 36m,Not Rated,4.1,17000
264,Animation,2024,265. Tri kota. Zimnie kanikuly,1h 5m,,6.5,36000
265,Animation,2024,266. Dream Catchers,0h,,0.0,0
266,Animation,2024,"267. Hey, Tete",2h 31m,,6.4,9000
267,Animation,2024,268. Iris the Movie: Full Energy!!,1h,,7.3,9000
268,Animation,2024,269. Ugly Sweater,1h 20m,,7.1,13000
269,Animation,2024,270. Be Forever Yamato: Rebel 3199: Part 1: Dark Invasion,50m,,7.5,11000
270,Animation,2024,271. Treasure Fellowship,1h 26m,,0.0,0
271,Animation,2024,272. Sufunkan no Yell o,0h,,7.5,7000
